prob_name,absolute_cox,cox
203299_s_at,1.179611504,1.179611504
1566362_at,1.178757573,1.178757573
212735_at,1.178661053,-1.178661053
238025_at,1.177504796,1.177504796
235522_at,1.176405142,1.176405142
235109_at,1.176100493,-1.176100493
204864_s_at,1.172671146,-1.172671146
214545_s_at,1.17151488,1.17151488
209377_s_at,1.170751694,1.170751694
239660_at,1.170634207,-1.170634207
218007_s_at,1.169717803,1.169717803
201105_at,1.169541153,1.169541153
203744_at,1.16942184,1.16942184
219753_at,1.168013656,1.168013656
218334_at,1.166420055,1.166420055
209087_x_at,1.166354073,-1.166354073
202147_s_at,1.165069918,-1.165069918
243092_at,1.164973177,1.164973177
220755_s_at,1.164590834,-1.164590834
202113_s_at,1.162759157,1.162759157
212195_at,1.162168171,-1.162168171
212804_s_at,1.160565747,-1.160565747
212964_at,1.159373831,-1.159373831
225808_at,1.159303414,1.159303414
239193_at,1.156808104,-1.156808104
218102_at,1.155130457,1.155130457
222523_at,1.154542215,-1.154542215
219073_s_at,1.15447194,1.15447194
230388_s_at,1.154249242,1.154249242
226944_at,1.154026926,1.154026926
37145_at,1.153187411,1.153187411
1555842_at,1.153053866,-1.153053866
235174_s_at,1.152240532,1.152240532
212628_at,1.150330621,-1.150330621
235542_at,1.150328167,-1.150328167
201867_s_at,1.149994678,-1.149994678
226669_at,1.149231703,-1.149231703
204998_s_at,1.149185747,-1.149185747
230264_s_at,1.148118393,1.148118393
217943_s_at,1.145019681,-1.145019681
222414_at,1.144881877,-1.144881877
228855_at,1.14431186,1.14431186
225140_at,1.143877245,-1.143877245
238568_s_at,1.143241014,-1.143241014
205495_s_at,1.142753326,1.142753326
210269_s_at,1.142680207,-1.142680207
210282_at,1.141914724,-1.141914724
232645_at,1.141267952,1.141267952
209020_at,1.140783149,-1.140783149
1555779_a_at,1.140623358,1.140623358
228250_at,1.139694262,-1.139694262
227069_at,1.138499472,-1.138499472
229872_s_at,1.138074355,1.138074355
235964_x_at,1.138031394,1.138031394
223155_at,1.138012446,1.138012446
209112_at,1.137749966,1.137749966
216232_s_at,1.13727843,-1.13727843
225417_at,1.137182696,-1.137182696
226474_at,1.137111347,1.137111347
242714_at,1.136936008,1.136936008
209035_at,1.136930193,-1.136930193
1555978_s_at,1.136866321,1.136866321
216942_s_at,1.136531303,1.136531303
227291_s_at,1.136040158,1.136040158
213465_s_at,1.135692793,1.135692793
202871_at,1.135305597,-1.135305597
201102_s_at,1.135042548,1.135042548
224665_at,1.134085817,1.134085817
221518_s_at,1.134063584,-1.134063584
210321_at,1.13403088,1.13403088
230326_s_at,1.133786589,1.133786589
213301_x_at,1.133137814,-1.133137814
223493_at,1.132704314,1.132704314
236402_at,1.131590683,-1.131590683
215092_s_at,1.131414923,-1.131414923
206589_at,1.130869832,1.130869832
203067_at,1.129946949,1.129946949
227647_at,1.129921585,-1.129921585
205173_x_at,1.127210571,1.127210571
204915_s_at,1.127102934,-1.127102934
203419_at,1.126679745,-1.126679745
1553955_at,1.125804658,1.125804658
239762_at,1.125561696,1.125561696
202534_x_at,1.12541583,1.12541583
224967_at,1.124865486,-1.124865486
203688_at,1.123295282,-1.123295282
218248_at,1.123212008,1.123212008
230986_at,1.122945041,1.122945041
201853_s_at,1.122728565,1.122728565
214059_at,1.122491529,-1.122491529
214224_s_at,1.122349481,1.122349481
218450_at,1.12234192,1.12234192
201590_x_at,1.121989545,1.121989545
222845_x_at,1.121440632,1.121440632
208982_at,1.121416744,1.121416744
227624_at,1.120796735,-1.120796735
204205_at,1.120758255,1.120758255
50400_at,1.119214019,1.119214019
206624_at,1.117903959,-1.117903959
205067_at,1.117288083,1.117288083
221735_at,1.116476735,-1.116476735
1566363_at,1.116409942,1.116409942
215071_s_at,1.115648331,1.115648331
201307_at,1.114097653,1.114097653
208956_x_at,1.113983847,1.113983847
235791_x_at,1.113648734,-1.113648734
229664_at,1.112648923,-1.112648923
204391_x_at,1.111780829,-1.111780829
227538_at,1.111761449,-1.111761449
228113_at,1.11150509,1.11150509
218532_s_at,1.111394083,-1.111394083
201736_s_at,1.111241826,-1.111241826
223596_at,1.111111125,-1.111111125
203305_at,1.110125008,1.110125008
201554_x_at,1.109703262,1.109703262
213252_at,1.109623386,-1.109623386
225224_at,1.109563471,-1.109563471
229649_at,1.107567941,1.107567941
39705_at,1.106878039,-1.106878039
1556049_at,1.105649553,-1.105649553
226174_at,1.105598919,-1.105598919
222101_s_at,1.105168344,-1.105168344
203611_at,1.104815577,1.104815577
201166_s_at,1.104792693,-1.104792693
225935_at,1.103839716,-1.103839716
242217_s_at,1.103751992,-1.103751992
218100_s_at,1.103307175,1.103307175
201386_s_at,1.103124426,-1.103124426
217804_s_at,1.102454593,-1.102454593
225443_at,1.101855367,-1.101855367
226850_at,1.101625733,1.101625733
200778_s_at,1.10076887,-1.10076887
209389_x_at,1.09974267,1.09974267
228826_at,1.09882254,1.09882254
216511_s_at,1.098053468,-1.098053468
214901_at,1.097422892,-1.097422892
212249_at,1.096862631,-1.096862631
238540_at,1.09648607,1.09648607
228088_at,1.096132692,-1.096132692
213243_at,1.095719713,1.095719713
52159_at,1.095124821,1.095124821
214864_s_at,1.094482202,1.094482202
1554067_at,1.093372953,1.093372953
239930_at,1.093206504,-1.093206504
1554010_at,1.093057338,-1.093057338
206983_at,1.093016219,1.093016219
213177_at,1.092855391,-1.092855391
218026_at,1.092698288,1.092698288
209385_s_at,1.092549247,1.092549247
217967_s_at,1.091308452,1.091308452
212238_at,1.090017449,-1.090017449
223276_at,1.088758544,1.088758544
212756_s_at,1.088289781,-1.088289781
218418_s_at,1.088119131,1.088119131
202957_at,1.087767773,1.087767773
205795_at,1.087031519,1.087031519
208884_s_at,1.086476612,-1.086476612
204386_s_at,1.086278452,1.086278452
205504_at,1.08623356,1.08623356
201266_at,1.085674969,-1.085674969
203297_s_at,1.085009167,-1.085009167
226176_s_at,1.083896786,-1.083896786
202428_x_at,1.083742167,1.083742167
1558956_s_at,1.083659188,1.083659188
36936_at,1.083111835,1.083111835
222857_s_at,1.083082785,-1.083082785
232030_at,1.082413926,-1.082413926
36553_at,1.082170751,1.082170751
212863_x_at,1.082130569,1.082130569
201244_s_at,1.08109053,-1.08109053
223297_at,1.081086511,-1.081086511
227200_at,1.081014403,-1.081014403
201463_s_at,1.080970852,1.080970852
209153_s_at,1.080303972,1.080303972
213514_s_at,1.079692349,-1.079692349
217232_x_at,1.079646961,-1.079646961
240661_at,1.079091469,1.079091469
1557030_at,1.078270508,1.078270508
224735_at,1.078012347,1.078012347
202602_s_at,1.077667626,1.077667626
221125_s_at,1.076804313,1.076804313
1570505_at,1.076009644,1.076009644
226352_at,1.075913309,-1.075913309
224596_at,1.075615323,1.075615323
223771_at,1.075089154,-1.075089154
218683_at,1.075031569,-1.075031569
225627_s_at,1.074096276,-1.074096276
204601_at,1.073471342,-1.073471342
203513_at,1.072713914,1.072713914
224331_s_at,1.072235893,1.072235893
218163_at,1.072087145,1.072087145
200898_s_at,1.071067337,-1.071067337
225127_at,1.070463909,-1.070463909
217478_s_at,1.070090768,1.070090768
202502_at,1.069654021,1.069654021
225123_at,1.068875728,-1.068875728
201454_s_at,1.068696017,-1.068696017
238055_at,1.068459124,1.068459124
204730_at,1.068361693,-1.068361693
228737_at,1.068087073,-1.068087073
209265_s_at,1.064507494,1.064507494
226048_at,1.064348392,-1.064348392
238376_at,1.064123554,1.064123554
202059_s_at,1.063149637,-1.063149637
209582_s_at,1.062870323,1.062870323
205002_at,1.062763847,-1.062763847
212777_at,1.061382178,-1.061382178
222263_at,1.061268633,-1.061268633
201773_at,1.061233036,-1.061233036
204294_at,1.060793874,1.060793874
204439_at,1.060732872,-1.060732872
221986_s_at,1.060022029,-1.060022029
221620_s_at,1.059287099,1.059287099
202719_s_at,1.058794204,-1.058794204
1554240_a_at,1.058468129,1.058468129
204566_at,1.058249995,-1.058249995
212599_at,1.058036982,-1.058036982
229268_at,1.057917949,-1.057917949
203401_at,1.057327153,1.057327153
1558924_s_at,1.057255304,-1.057255304
212441_at,1.057162548,-1.057162548
202301_s_at,1.057104494,-1.057104494
230777_s_at,1.05647002,-1.05647002
221584_s_at,1.056363103,1.056363103
235572_at,1.0558885,1.0558885
1555137_a_at,1.055788898,-1.055788898
218176_at,1.055580404,1.055580404
206513_at,1.054859885,1.054859885
211922_s_at,1.054465868,1.054465868
227098_at,1.054173846,1.054173846
217080_s_at,1.053283927,-1.053283927
1558621_at,1.052944185,-1.052944185
216037_x_at,1.051957283,-1.051957283
203950_s_at,1.051571207,-1.051571207
202927_at,1.051009928,1.051009928
203695_s_at,1.05063666,-1.05063666
206631_at,1.050626109,1.050626109
210664_s_at,1.050304999,-1.050304999
218357_s_at,1.049777995,1.049777995
202659_at,1.049359206,1.049359206
218247_s_at,1.049290695,-1.049290695
202033_s_at,1.049013279,-1.049013279
238429_at,1.048972658,1.048972658
203038_at,1.048485593,-1.048485593
203227_s_at,1.047891354,1.047891354
212762_s_at,1.047823077,-1.047823077
224751_at,1.047465824,1.047465824
1555758_a_at,1.046974869,1.046974869
1559529_at,1.046703115,-1.046703115
202988_s_at,1.046468235,-1.046468235
209941_at,1.046180573,-1.046180573
204150_at,1.045533651,1.045533651
212307_s_at,1.045363485,1.045363485
238949_at,1.044505979,-1.044505979
235529_x_at,1.044498346,1.044498346
205983_at,1.044312813,1.044312813
208922_s_at,1.044238824,-1.044238824
226264_at,1.044176301,-1.044176301
1559864_at,1.042941699,1.042941699
244268_x_at,1.042913834,1.042913834
225393_at,1.042798949,-1.042798949
236075_s_at,1.042227672,1.042227672
225490_at,1.041311038,-1.041311038
226143_at,1.041256819,-1.041256819
205254_x_at,1.040967419,-1.040967419
212602_at,1.040605049,-1.040605049
222873_s_at,1.04054696,-1.04054696
214435_x_at,1.040287515,-1.040287515
235890_at,1.039619561,-1.039619561
218064_s_at,1.039484812,-1.039484812
221864_at,1.039291964,1.039291964
209583_s_at,1.039088645,1.039088645
231403_at,1.038645945,-1.038645945
218146_at,1.038307173,1.038307173
229645_at,1.037844966,1.037844966
221985_at,1.037434313,-1.037434313
202450_s_at,1.037167403,-1.037167403
225937_at,1.036650375,-1.036650375
211792_s_at,1.036298255,1.036298255
210517_s_at,1.036208739,-1.036208739
205584_at,1.03602056,1.03602056
205412_at,1.03545333,1.03545333
1554479_a_at,1.034934935,1.034934935
238360_s_at,1.03472799,-1.03472799
200083_at,1.034682009,-1.034682009
1552701_a_at,1.034626337,1.034626337
221521_s_at,1.033500614,1.033500614
208718_at,1.033378174,1.033378174
211947_s_at,1.033117918,-1.033117918
202780_at,1.032096462,1.032096462
223059_s_at,1.031870159,-1.031870159
225036_at,1.03169462,1.03169462
218303_x_at,1.031564846,1.031564846
203882_at,1.031467524,-1.031467524
224915_x_at,1.031214806,-1.031214806
205035_at,1.030762249,-1.030762249
208931_s_at,1.0303119,-1.0303119
226046_at,1.029644146,-1.029644146
226982_at,1.0289271,-1.0289271
216862_s_at,1.028172251,1.028172251
228828_at,1.027855574,1.027855574
222580_at,1.02768272,-1.02768272
226780_s_at,1.026557696,1.026557696
210243_s_at,1.026149366,-1.026149366
213880_at,1.025359039,-1.025359039
218147_s_at,1.0249994,1.0249994
230102_at,1.024666675,-1.024666675
202114_at,1.024590419,1.024590419
232382_s_at,1.024566882,1.024566882
204039_at,1.024417502,-1.024417502
38964_r_at,1.024283051,1.024283051
223004_s_at,1.024160806,1.024160806
1556277_a_at,1.023691028,-1.023691028
201989_s_at,1.023500728,1.023500728
223190_s_at,1.022199216,-1.022199216
222129_at,1.022015991,1.022015991
224956_at,1.021955099,-1.021955099
203099_s_at,1.021580225,-1.021580225
203123_s_at,1.020905548,-1.020905548
222386_s_at,1.019909763,1.019909763
1553572_a_at,1.019403563,-1.019403563
221428_s_at,1.019377891,-1.019377891
218941_at,1.019341567,-1.019341567
227766_at,1.01924104,1.01924104
202297_s_at,1.018949687,1.018949687
223836_at,1.018547356,1.018547356
229450_at,1.018421089,-1.018421089
239294_at,1.018134985,-1.018134985
201072_s_at,1.017968638,-1.017968638
243361_at,1.017950704,-1.017950704
200621_at,1.017755614,1.017755614
218793_s_at,1.017653163,-1.017653163
208760_at,1.017602852,1.017602852
203245_s_at,1.017329326,1.017329326
220024_s_at,1.017147927,1.017147927
221619_s_at,1.016456175,-1.016456175
209116_x_at,1.016286674,-1.016286674
201923_at,1.015599395,1.015599395
217907_at,1.015211835,1.015211835
212978_at,1.014697763,-1.014697763
215659_at,1.014217351,1.014217351
205297_s_at,1.014200478,1.014200478
231377_at,1.014191507,-1.014191507
228372_at,1.013857718,1.013857718
212263_at,1.01309521,-1.01309521
208886_at,1.012574049,-1.012574049
202447_at,1.012449356,1.012449356
203939_at,1.012378076,1.012378076
219947_at,1.012063295,-1.012063295
203627_at,1.012012688,-1.012012688
238760_at,1.011982582,-1.011982582
203667_at,1.011847196,1.011847196
202192_s_at,1.011611695,1.011611695
227916_x_at,1.011435695,1.011435695
203621_at,1.010985877,1.010985877
208745_at,1.009668991,1.009668991
218562_s_at,1.009497215,-1.009497215
225121_at,1.008898673,-1.008898673
204571_x_at,1.008724178,1.008724178
201859_at,1.008722346,1.008722346
213327_s_at,1.008480564,1.008480564
222487_s_at,1.008338497,1.008338497
208370_s_at,1.008205148,1.008205148
226835_s_at,1.007596802,-1.007596802
224867_at,1.007325418,1.007325418
221768_at,1.007264864,-1.007264864
209027_s_at,1.007129912,-1.007129912
209337_at,1.007077094,1.007077094
1553349_at,1.006858774,-1.006858774
1554408_a_at,1.006586377,1.006586377
203602_s_at,1.005683904,-1.005683904
201584_s_at,1.005215744,-1.005215744
223892_s_at,1.004605498,1.004605498
239004_at,1.00455818,-1.00455818
217772_s_at,1.00427724,1.00427724
211974_x_at,1.00421143,-1.00421143
202309_at,1.004078829,1.004078829
222621_at,1.004049948,-1.004049948
211696_x_at,1.003558816,-1.003558816
235067_at,1.003105695,-1.003105695
209390_at,1.002613425,-1.002613425
201315_x_at,1.002610364,1.002610364
226779_at,1.002174671,1.002174671
65588_at,1.001944256,-1.001944256
200006_at,1.001604394,1.001604394
226099_at,1.001095723,-1.001095723
218582_at,1.000735737,-1.000735737
210346_s_at,0.999589052,-0.999589052
212966_at,0.99881617,-0.99881617
203465_at,0.998760647,0.998760647
207655_s_at,0.998455068,0.998455068
228258_at,0.998071455,0.998071455
1554016_a_at,0.997707684,0.997707684
222630_at,0.997411486,-0.997411486
232045_at,0.997375699,0.997375699
200845_s_at,0.997310432,0.997310432
225117_at,0.996915276,-0.996915276
217297_s_at,0.996884218,-0.996884218
222747_s_at,0.996661804,-0.996661804
234969_s_at,0.99650314,-0.99650314
229069_at,0.996404412,-0.996404412
225698_at,0.996342016,-0.996342016
232031_s_at,0.995844242,-0.995844242
228841_at,0.995655451,0.995655451
203590_at,0.995050004,-0.995050004
204881_s_at,0.99487811,-0.99487811
204531_s_at,0.994445812,0.994445812
212219_at,0.994438128,-0.994438128
204034_at,0.993977993,0.993977993
228512_at,0.993695008,-0.993695008
207165_at,0.993349802,0.993349802
226447_at,0.993257865,-0.993257865
209916_at,0.993092736,0.993092736
212260_at,0.993005287,-0.993005287
204168_at,0.992750999,0.992750999
235626_at,0.992507737,0.992507737
223474_at,0.992119856,0.992119856
235980_at,0.991346535,-0.991346535
202146_at,0.991089724,-0.991089724
228776_at,0.990917457,-0.990917457
229272_at,0.99011618,-0.99011618
232521_at,0.989857674,-0.989857674
218953_s_at,0.989651867,0.989651867
225133_at,0.98940447,-0.98940447
228556_at,0.989284581,-0.989284581
201460_at,0.989182578,-0.989182578
209128_s_at,0.989154763,-0.989154763
244050_at,0.989140287,0.989140287
229985_at,0.988951706,0.988951706
225956_at,0.988832687,-0.988832687
1557067_s_at,0.988743986,-0.988743986
217836_s_at,0.988695959,-0.988695959
39402_at,0.988506946,0.988506946
224725_at,0.98838963,-0.98838963
200990_at,0.987870311,-0.987870311
231149_s_at,0.987807459,0.987807459
227678_at,0.987638292,0.987638292
217529_at,0.987089336,-0.987089336
204185_x_at,0.98704515,0.98704515
201954_at,0.986729205,0.986729205
241937_s_at,0.986349323,0.986349323
225593_at,0.985719159,0.985719159
212199_at,0.985192923,-0.985192923
213616_at,0.985162085,0.985162085
225761_at,0.98458029,-0.98458029
217862_at,0.98440404,-0.98440404
226082_s_at,0.984320998,-0.984320998
228774_at,0.984275946,0.984275946
226227_x_at,0.984061806,-0.984061806
206562_s_at,0.983983128,-0.983983128
222147_s_at,0.983643624,-0.983643624
218298_s_at,0.983640226,0.983640226
202402_s_at,0.983484975,-0.983484975
220946_s_at,0.983323672,-0.983323672
224972_at,0.982816611,0.982816611
226312_at,0.982663825,-0.982663825
219233_s_at,0.982390701,0.982390701
201260_s_at,0.981298239,0.981298239
225391_at,0.980260262,-0.980260262
201928_at,0.979853729,0.979853729
202723_s_at,0.97968806,-0.97968806
202464_s_at,0.979305073,-0.979305073
204759_at,0.979225227,0.979225227
