prob_name,absolute_cox,cox
218404_at,0.645661237,0.645661237
212449_s_at,0.64555603,0.64555603
207651_at,0.645398862,0.645398862
204125_at,0.645325273,0.645325273
205658_s_at,0.645304213,-0.645304213
230871_at,0.645192285,0.645192285
235230_at,0.64518611,-0.64518611
221452_s_at,0.64495005,0.64495005
210886_x_at,0.644913428,0.644913428
240718_at,0.644811148,-0.644811148
223120_at,0.644490829,0.644490829
205312_at,0.6444473,-0.6444473
221010_s_at,0.644404708,0.644404708
203916_at,0.644119069,-0.644119069
234701_at,0.644068726,-0.644068726
203790_s_at,0.643966956,0.643966956
201786_s_at,0.643955983,-0.643955983
218091_at,0.643940502,-0.643940502
213628_at,0.643858297,0.643858297
55065_at,0.643805524,-0.643805524
215283_at,0.643754231,0.643754231
212942_s_at,0.643728163,-0.643728163
231967_at,0.643626923,-0.643626923
215718_s_at,0.643558402,-0.643558402
209670_at,0.643469029,0.643469029
209064_x_at,0.643370493,-0.643370493
1558420_at,0.643339489,-0.643339489
215671_at,0.643315101,-0.643315101
202510_s_at,0.643285921,-0.643285921
212834_at,0.643220642,-0.643220642
229358_at,0.643198577,0.643198577
234735_s_at,0.642998768,-0.642998768
202814_s_at,0.642977304,-0.642977304
1555007_s_at,0.642858308,0.642858308
205758_at,0.642765456,0.642765456
225128_at,0.642535338,0.642535338
217503_at,0.642517388,-0.642517388
202984_s_at,0.642500751,-0.642500751
209059_s_at,0.64249507,0.64249507
203512_at,0.642491995,0.642491995
228693_at,0.642490514,-0.642490514
226529_at,0.642438322,0.642438322
201127_s_at,0.642384439,0.642384439
201014_s_at,0.642278726,0.642278726
218527_at,0.642262918,0.642262918
218608_at,0.642172618,-0.642172618
91682_at,0.641944825,-0.641944825
217926_at,0.641724348,0.641724348
202947_s_at,0.641610487,-0.641610487
215127_s_at,0.641513874,0.641513874
243108_at,0.641468738,-0.641468738
215983_s_at,0.641358146,0.641358146
223776_x_at,0.641346461,0.641346461
235346_at,0.641303356,0.641303356
202577_s_at,0.641184851,0.641184851
33778_at,0.641139054,0.641139054
208114_s_at,0.641135101,-0.641135101
201472_at,0.641092638,0.641092638
227871_at,0.641063076,0.641063076
215952_s_at,0.641022332,0.641022332
1556063_s_at,0.640989184,-0.640989184
222448_s_at,0.640988312,0.640988312
204186_s_at,0.640975577,0.640975577
213331_s_at,0.640923118,0.640923118
211761_s_at,0.640902138,0.640902138
236507_at,0.640714311,-0.640714311
202797_at,0.640678311,-0.640678311
1554114_s_at,0.640675789,-0.640675789
211136_s_at,0.640459147,-0.640459147
241625_at,0.640439902,0.640439902
216933_x_at,0.640336111,-0.640336111
218070_s_at,0.64027909,0.64027909
223140_s_at,0.640212458,-0.640212458
213228_at,0.640024456,-0.640024456
207101_at,0.639936506,-0.639936506
218621_at,0.639894556,0.639894556
210153_s_at,0.639676615,0.639676615
221220_s_at,0.639644155,-0.639644155
227607_at,0.639619642,0.639619642
233559_s_at,0.639609969,-0.639609969
242473_at,0.639453786,-0.639453786
200812_at,0.639404802,0.639404802
205667_at,0.639336463,-0.639336463
1569566_at,0.639333813,-0.639333813
211789_s_at,0.639284063,-0.639284063
243370_at,0.639178651,-0.639178651
224159_x_at,0.639131812,0.639131812
227321_at,0.639124632,-0.639124632
220610_s_at,0.638864868,-0.638864868
212008_at,0.638852061,-0.638852061
208644_at,0.638782187,0.638782187
202777_at,0.638740815,-0.638740815
210054_at,0.638732634,-0.638732634
201891_s_at,0.638601466,0.638601466
218584_at,0.63834358,0.63834358
242760_x_at,0.638212304,0.638212304
222683_at,0.638168766,0.638168766
209169_at,0.638100993,0.638100993
200639_s_at,0.637934853,0.637934853
224813_at,0.637711436,-0.637711436
210299_s_at,0.637671871,0.637671871
209285_s_at,0.63765687,0.63765687
209378_s_at,0.637616489,-0.637616489
204793_at,0.63726135,0.63726135
233254_x_at,0.6372526,-0.6372526
211990_at,0.637178326,0.637178326
225586_at,0.63714817,-0.63714817
206135_at,0.637097905,0.637097905
211585_at,0.63706512,0.63706512
213508_at,0.637011003,0.637011003
201115_at,0.636977577,0.636977577
214496_x_at,0.636812751,-0.636812751
203821_at,0.636592637,-0.636592637
213811_x_at,0.636571512,0.636571512
1554096_a_at,0.636553646,-0.636553646
233080_s_at,0.636478906,-0.636478906
234299_s_at,0.636457857,-0.636457857
222387_s_at,0.636363925,0.636363925
219833_s_at,0.636355309,0.636355309
225499_at,0.636334452,-0.636334452
209455_at,0.63613304,-0.63613304
217864_s_at,0.636104406,-0.636104406
228994_at,0.636089607,0.636089607
219812_at,0.636067204,0.636067204
227609_at,0.635959647,-0.635959647
226428_at,0.635944951,-0.635944951
202816_s_at,0.635936482,-0.635936482
225972_at,0.635897469,0.635897469
204900_x_at,0.635894914,0.635894914
230021_at,0.635802904,0.635802904
229913_at,0.635741598,-0.635741598
204291_at,0.635473244,0.635473244
201100_s_at,0.635470378,-0.635470378
1559585_at,0.635424988,0.635424988
203740_at,0.635348939,0.635348939
203348_s_at,0.635235224,-0.635235224
203282_at,0.635164919,0.635164919
204091_at,0.635162718,0.635162718
1553984_s_at,0.63508062,0.63508062
221582_at,0.634951611,0.634951611
226336_at,0.634891751,0.634891751
244023_at,0.634820645,-0.634820645
225636_at,0.63475047,0.63475047
226936_at,0.63474228,0.63474228
205547_s_at,0.634698954,-0.634698954
204857_at,0.634671687,0.634671687
217418_x_at,0.634660789,-0.634660789
215012_at,0.634641724,-0.634641724
241447_at,0.634638494,-0.634638494
236223_s_at,0.634565577,-0.634565577
218340_s_at,0.634514536,-0.634514536
202644_s_at,0.634395689,-0.634395689
1559835_at,0.634381272,0.634381272
205961_s_at,0.634243261,0.634243261
1563471_at,0.634169743,-0.634169743
238574_at,0.634072787,0.634072787
227983_at,0.634034177,-0.634034177
232148_at,0.633828773,-0.633828773
222396_at,0.63367281,0.63367281
241193_at,0.633541404,-0.633541404
244166_at,0.633493824,0.633493824
218003_s_at,0.6333443,0.6333443
219259_at,0.633266107,0.633266107
214814_at,0.633182775,-0.633182775
225539_at,0.63314688,-0.63314688
244229_at,0.63306867,0.63306867
233878_s_at,0.632900481,-0.632900481
233251_at,0.632888624,-0.632888624
225665_at,0.632778816,0.632778816
201291_s_at,0.63274802,0.63274802
229410_at,0.632722539,-0.632722539
202393_s_at,0.632578953,-0.632578953
232787_at,0.632478006,-0.632478006
214185_at,0.632475865,-0.632475865
225831_at,0.632428083,-0.632428083
222307_at,0.632304198,0.632304198
223468_s_at,0.632276306,-0.632276306
1553183_at,0.632275111,-0.632275111
225494_at,0.632050392,0.632050392
203195_s_at,0.632001813,-0.632001813
228971_at,0.631989379,0.631989379
224430_s_at,0.631798277,0.631798277
1556062_at,0.631619006,-0.631619006
210154_at,0.631523849,0.631523849
1555247_a_at,0.631297703,-0.631297703
228696_at,0.631255602,0.631255602
219256_s_at,0.631192845,-0.631192845
209489_at,0.631152951,-0.631152951
204929_s_at,0.631134483,0.631134483
213627_at,0.631134109,0.631134109
208957_at,0.631090812,-0.631090812
208290_s_at,0.631027647,-0.631027647
226796_at,0.630988364,0.630988364
217803_at,0.630949714,-0.630949714
218549_s_at,0.630833127,0.630833127
229586_at,0.630801811,-0.630801811
212326_at,0.630669952,0.630669952
213254_at,0.630654434,-0.630654434
205614_x_at,0.630617496,0.630617496
224583_at,0.630593865,0.630593865
1556560_a_at,0.630591073,-0.630591073
201720_s_at,0.630523631,0.630523631
209320_at,0.630477859,0.630477859
225534_at,0.630431539,0.630431539
203674_at,0.630306627,-0.630306627
202138_x_at,0.630201247,0.630201247
238613_at,0.630096104,0.630096104
200686_s_at,0.630022708,-0.630022708
223337_at,0.63001775,0.63001775
225785_at,0.630002446,0.630002446
226290_at,0.629936041,-0.629936041
202249_s_at,0.629924843,-0.629924843
218242_s_at,0.629643875,-0.629643875
202569_s_at,0.629630925,-0.629630925
202089_s_at,0.629452643,-0.629452643
203405_at,0.629376308,0.629376308
224695_at,0.629334183,0.629334183
215087_at,0.629147794,-0.629147794
226183_at,0.629090404,0.629090404
219372_at,0.6290886,0.6290886
212105_s_at,0.629063547,-0.629063547
1557919_a_at,0.629058222,-0.629058222
225314_at,0.629017998,-0.629017998
203897_at,0.629003409,0.629003409
205090_s_at,0.628777933,0.628777933
202520_s_at,0.628748959,0.628748959
203640_at,0.628626433,-0.628626433
226421_at,0.62859445,-0.62859445
201152_s_at,0.628541958,0.628541958
1555486_a_at,0.628493978,0.628493978
202320_at,0.628470564,-0.628470564
224782_at,0.62822743,0.62822743
200668_s_at,0.628154989,-0.628154989
224777_s_at,0.62805462,-0.62805462
203644_s_at,0.628019103,0.628019103
224977_at,0.627850355,0.627850355
229903_x_at,0.627813302,0.627813302
213507_s_at,0.627613221,-0.627613221
227528_s_at,0.627540457,-0.627540457
218923_at,0.62752552,0.62752552
223245_at,0.627525149,0.627525149
209593_s_at,0.62751493,-0.62751493
224984_at,0.627291285,-0.627291285
218490_s_at,0.627266614,0.627266614
227049_at,0.627261236,0.627261236
202432_at,0.62723553,0.62723553
214783_s_at,0.627202208,-0.627202208
205861_at,0.627185954,0.627185954
228291_s_at,0.627091709,0.627091709
1554095_at,0.627044517,-0.627044517
223124_s_at,0.627041653,-0.627041653
200077_s_at,0.627019625,0.627019625
227093_at,0.627019122,-0.627019122
227346_at,0.626978576,0.626978576
224952_at,0.62697793,-0.62697793
211559_s_at,0.626953355,-0.626953355
213937_s_at,0.626935446,0.626935446
58994_at,0.626714306,-0.626714306
217848_s_at,0.626559399,0.626559399
223712_at,0.626442456,0.626442456
218505_at,0.626310193,-0.626310193
226909_at,0.626273992,-0.626273992
223894_s_at,0.626161428,-0.626161428
200721_s_at,0.626088748,-0.626088748
212984_at,0.625978522,-0.625978522
224806_at,0.625939317,-0.625939317
206038_s_at,0.625933804,-0.625933804
219657_s_at,0.625898336,-0.625898336
229574_at,0.625777419,-0.625777419
202420_s_at,0.625759889,-0.625759889
206829_x_at,0.62571052,-0.62571052
232524_x_at,0.625581369,0.625581369
201092_at,0.625490912,0.625490912
203580_s_at,0.625480732,0.625480732
201391_at,0.625480271,0.625480271
222443_s_at,0.625435865,-0.625435865
209043_at,0.625371549,0.625371549
210776_x_at,0.625366208,0.625366208
214219_x_at,0.625345341,0.625345341
200008_s_at,0.625071465,0.625071465
212177_at,0.625060638,-0.625060638
218123_at,0.625017813,0.625017813
1564164_at,0.624889611,-0.624889611
206487_at,0.62472289,-0.62472289
222991_s_at,0.624638589,-0.624638589
200758_s_at,0.624588734,-0.624588734
202137_s_at,0.624563511,0.624563511
221821_s_at,0.624428882,-0.624428882
215032_at,0.62438343,-0.62438343
201558_at,0.624079006,-0.624079006
203334_at,0.623961793,-0.623961793
202275_at,0.623898111,0.623898111
208865_at,0.623786516,-0.623786516
211576_s_at,0.623763707,0.623763707
1568954_s_at,0.623655537,-0.623655537
230917_at,0.623612266,0.623612266
231716_at,0.623586112,-0.623586112
203104_at,0.623478073,-0.623478073
2028_s_at,0.623349942,0.623349942
202836_s_at,0.623216713,0.623216713
202263_at,0.623214058,0.623214058
227172_at,0.623193238,0.623193238
217990_at,0.623158646,0.623158646
213996_at,0.623149877,0.623149877
212529_at,0.622999511,-0.622999511
204016_at,0.62298108,-0.62298108
201253_s_at,0.622932145,0.622932145
203197_s_at,0.622814744,0.622814744
209248_at,0.622744766,0.622744766
212451_at,0.622704309,-0.622704309
217901_at,0.62269731,0.62269731
224645_at,0.622671929,0.622671929
222391_at,0.622590448,0.622590448
1555789_s_at,0.622317665,-0.622317665
237943_at,0.62230227,-0.62230227
225626_at,0.622294713,0.622294713
219996_at,0.621962644,-0.621962644
221676_s_at,0.621928583,-0.621928583
227412_at,0.621663253,0.621663253
224162_s_at,0.621635335,-0.621635335
231999_at,0.621606276,-0.621606276
227400_at,0.62159185,-0.62159185
217597_x_at,0.62138985,-0.62138985
223116_at,0.620883902,-0.620883902
213787_s_at,0.620761656,0.620761656
224678_at,0.620613191,-0.620613191
215307_at,0.620404681,0.620404681
233375_at,0.620403194,0.620403194
211280_s_at,0.62026516,-0.62026516
1558103_a_at,0.620255487,-0.620255487
201346_at,0.62014056,-0.62014056
224039_at,0.6201096,-0.6201096
232637_at,0.620076729,-0.620076729
201151_s_at,0.620014784,0.620014784
215214_at,0.61966896,-0.61966896
1552277_a_at,0.61956235,-0.61956235
219158_s_at,0.619371626,-0.619371626
1558214_s_at,0.619228883,-0.619228883
235315_at,0.619208703,0.619208703
203312_x_at,0.619183633,0.619183633
213188_s_at,0.619025759,0.619025759
200614_at,0.618991121,-0.618991121
209271_at,0.618946509,-0.618946509
233510_s_at,0.618892896,0.618892896
203372_s_at,0.618853132,0.618853132
220591_s_at,0.61884253,-0.61884253
209512_at,0.618632326,0.618632326
211987_at,0.61861561,-0.61861561
226576_at,0.618273576,-0.618273576
1553725_s_at,0.618192246,-0.618192246
206089_at,0.618075236,-0.618075236
211009_s_at,0.617837183,-0.617837183
238021_s_at,0.617827561,0.617827561
208620_at,0.617825558,0.617825558
221953_s_at,0.617583144,0.617583144
227772_at,0.617469941,-0.617469941
226893_at,0.617452706,-0.617452706
228091_at,0.617399181,0.617399181
230740_at,0.617274869,0.617274869
209791_at,0.617269874,-0.617269874
232355_at,0.617182761,0.617182761
217983_s_at,0.617095937,0.617095937
213702_x_at,0.617044816,0.617044816
219485_s_at,0.6169422,0.6169422
1552423_at,0.616866654,-0.616866654
202498_s_at,0.616833661,-0.616833661
202787_s_at,0.616829448,0.616829448
223907_s_at,0.616762455,-0.616762455
202418_at,0.616695615,0.616695615
1554690_a_at,0.61658967,-0.61658967
1555866_a_at,0.616521538,0.616521538
202014_at,0.616335471,-0.616335471
202774_s_at,0.61629088,-0.61629088
228003_at,0.616124156,-0.616124156
228217_s_at,0.616025476,0.616025476
223263_s_at,0.615938442,-0.615938442
221080_s_at,0.615819389,0.615819389
204116_at,0.6158082,0.6158082
217860_at,0.615699029,0.615699029
224303_x_at,0.615579271,-0.615579271
203140_at,0.615536759,-0.615536759
228891_at,0.615505733,-0.615505733
222435_s_at,0.615453896,-0.615453896
211038_s_at,0.61532413,0.61532413
213472_at,0.615261589,-0.615261589
200916_at,0.615186653,0.615186653
201022_s_at,0.615041269,0.615041269
220606_s_at,0.614859525,0.614859525
201881_s_at,0.614757366,-0.614757366
204222_s_at,0.614574665,0.614574665
1554905_x_at,0.614534965,-0.614534965
213513_x_at,0.614475402,0.614475402
227308_x_at,0.614296881,-0.614296881
221506_s_at,0.614215538,-0.614215538
217491_x_at,0.614187771,0.614187771
204847_at,0.614095993,-0.614095993
211890_x_at,0.614011835,-0.614011835
219492_at,0.614011506,-0.614011506
212189_s_at,0.613965361,0.613965361
222992_s_at,0.613918669,0.613918669
1555083_at,0.613825913,0.613825913
209933_s_at,0.613768521,0.613768521
206695_x_at,0.613619301,-0.613619301
229530_at,0.613547656,0.613547656
1553970_s_at,0.613458404,-0.613458404
232529_at,0.613405449,-0.613405449
223367_at,0.613388856,0.613388856
225312_at,0.613345802,0.613345802
201756_at,0.613301623,0.613301623
213646_x_at,0.613166923,0.613166923
224852_at,0.613081476,-0.613081476
217496_s_at,0.612902705,0.612902705
223272_s_at,0.612872248,0.612872248
223223_at,0.612827832,0.612827832
218548_x_at,0.612773078,0.612773078
222603_at,0.612732747,0.612732747
224839_s_at,0.612518944,-0.612518944
211749_s_at,0.612458346,-0.612458346
211069_s_at,0.612293299,-0.612293299
209039_x_at,0.612161467,-0.612161467
200840_at,0.612063335,0.612063335
213086_s_at,0.612043522,-0.612043522
202973_x_at,0.612036503,0.612036503
221509_at,0.61197042,0.61197042
57540_at,0.61189445,0.61189445
213846_at,0.611849091,0.611849091
226184_at,0.611772386,0.611772386
223211_at,0.611758266,-0.611758266
200829_x_at,0.611755338,-0.611755338
235040_at,0.611684148,-0.611684148
219077_s_at,0.611674254,0.611674254
200744_s_at,0.611636452,-0.611636452
202805_s_at,0.611534367,-0.611534367
204521_at,0.611501065,0.611501065
35436_at,0.611487156,-0.611487156
223502_s_at,0.611377179,0.611377179
226986_at,0.611285705,-0.611285705
212076_at,0.611157799,-0.611157799
223440_at,0.611002687,-0.611002687
204994_at,0.61095669,-0.61095669
1552928_s_at,0.610633895,-0.610633895
226831_at,0.610632105,0.610632105
205577_at,0.610529595,-0.610529595
218738_s_at,0.610460934,-0.610460934
227852_at,0.610448633,-0.610448633
215739_s_at,0.610401586,-0.610401586
201900_s_at,0.610377696,0.610377696
241938_at,0.610369523,-0.610369523
216139_s_at,0.610308449,-0.610308449
214179_s_at,0.610196153,-0.610196153
217976_s_at,0.610135287,-0.610135287
230213_at,0.610123349,-0.610123349
225403_at,0.610117619,0.610117619
239162_at,0.610077444,0.610077444
208674_x_at,0.610029465,0.610029465
215031_x_at,0.609919468,-0.609919468
227157_at,0.609905784,0.609905784
216438_s_at,0.609848606,0.609848606
212198_s_at,0.609757729,-0.609757729
212574_x_at,0.609675991,-0.609675991
211698_at,0.609644446,0.609644446
214983_at,0.609415922,-0.609415922
218718_at,0.609395163,-0.609395163
218737_at,0.609381171,-0.609381171
239163_at,0.609325913,-0.609325913
235274_at,0.60929053,0.60929053
203387_s_at,0.609139274,-0.609139274
206862_at,0.609049619,-0.609049619
218442_at,0.609014278,0.609014278
223320_s_at,0.609012147,0.609012147
223388_s_at,0.608979692,-0.608979692
201803_at,0.60894353,-0.60894353
228261_at,0.608806573,-0.608806573
235014_at,0.608689621,0.608689621
223501_at,0.6086013,0.6086013
212171_x_at,0.608546033,-0.608546033
219215_s_at,0.608470232,0.608470232
242939_at,0.608463595,-0.608463595
209216_at,0.608457974,0.608457974
212112_s_at,0.608298797,-0.608298797
227268_at,0.608284491,0.608284491
230370_x_at,0.608219288,0.608219288
228857_at,0.608214623,-0.608214623
205201_at,0.608059643,-0.608059643
202056_at,0.607925103,-0.607925103
217875_s_at,0.607875466,-0.607875466
226503_at,0.607820333,-0.607820333
208503_s_at,0.607704622,0.607704622
208499_s_at,0.607704428,-0.607704428
228755_at,0.607626791,-0.607626791
223507_at,0.60745841,0.60745841
204423_at,0.60741731,-0.60741731
238848_at,0.607359999,-0.607359999
221766_s_at,0.607319872,-0.607319872
236613_at,0.607231512,-0.607231512
222151_s_at,0.607128424,0.607128424
210201_x_at,0.607087421,0.607087421
208051_s_at,0.607078406,-0.607078406
233573_s_at,0.607039478,-0.607039478
242065_x_at,0.607021694,0.607021694
210895_s_at,0.60682243,0.60682243
1556684_at,0.606647021,-0.606647021
223716_s_at,0.606244443,0.606244443
224944_at,0.606098386,0.606098386
243957_at,0.606043639,0.606043639
224605_at,0.605687125,0.605687125
234950_s_at,0.605635846,-0.605635846
203567_s_at,0.605584603,-0.605584603
202281_at,0.605554448,-0.605554448
219185_at,0.605405625,0.605405625
221602_s_at,0.60534326,0.60534326
212721_at,0.605315522,-0.605315522
210732_s_at,0.60529563,-0.60529563
217370_x_at,0.605164855,-0.605164855
218517_at,0.605160524,0.605160524
224588_at,0.60507218,0.60507218
205692_s_at,0.605023988,-0.605023988
206114_at,0.604909219,-0.604909219
225583_at,0.604858147,0.604858147
212280_x_at,0.604817232,-0.604817232
205372_at,0.604779322,-0.604779322
212916_at,0.604759299,0.604759299
233500_x_at,0.604698654,0.604698654
209152_s_at,0.604638085,0.604638085
228177_at,0.60455785,-0.60455785
1569387_at,0.604443731,0.604443731
210328_at,0.604390217,-0.604390217
222467_s_at,0.60438625,-0.60438625
210275_s_at,0.604315502,-0.604315502
218365_s_at,0.604259004,0.604259004
206756_at,0.604053292,-0.604053292
212291_at,0.603969999,-0.603969999
224662_at,0.603821417,-0.603821417
235421_at,0.60374908,0.60374908
237426_at,0.603706908,-0.603706908
35617_at,0.603595509,-0.603595509
219939_s_at,0.603584856,-0.603584856
201473_at,0.6034134,0.6034134
239824_s_at,0.603400047,0.603400047
1559893_at,0.603390195,-0.603390195
200067_x_at,0.603385072,0.603385072
215460_x_at,0.603287764,-0.603287764
244508_at,0.603176406,-0.603176406
204240_s_at,0.603101525,0.603101525
204045_at,0.602976953,0.602976953
218993_at,0.602952417,-0.602952417
215269_at,0.602871125,0.602871125
229854_at,0.602870237,-0.602870237
200902_at,0.602585538,0.602585538
209127_s_at,0.602557218,-0.602557218
228725_x_at,0.60252768,0.60252768
204026_s_at,0.602459813,0.602459813
200873_s_at,0.602428962,0.602428962
1553581_s_at,0.602426178,-0.602426178
228353_x_at,0.602309466,0.602309466
225979_at,0.602262882,-0.602262882
241018_at,0.602219869,-0.602219869
208617_s_at,0.602031173,0.602031173
203596_s_at,0.602014163,-0.602014163
229265_at,0.601828096,-0.601828096
210667_s_at,0.601767335,0.601767335
211126_s_at,0.601735244,0.601735244
219311_at,0.601722094,-0.601722094
225828_at,0.601650239,-0.601650239
222014_x_at,0.601516235,0.601516235
216125_s_at,0.601393076,-0.601393076
225906_at,0.601369044,-0.601369044
222606_at,0.601260592,0.601260592
218034_at,0.60121539,0.60121539
235647_at,0.601195801,0.601195801
241905_at,0.601081682,-0.601081682
221510_s_at,0.600939283,-0.600939283
228114_x_at,0.600819809,0.600819809
222442_s_at,0.60078237,-0.60078237
202580_x_at,0.600778541,0.600778541
211684_s_at,0.600754832,0.600754832
204097_s_at,0.600670472,0.600670472
226215_s_at,0.600668012,-0.600668012
1557172_x_at,0.600537038,0.600537038
222426_at,0.600531213,0.600531213
1562474_at,0.600484066,0.600484066
241375_at,0.600300776,-0.600300776
223125_s_at,0.600277849,0.600277849
221698_s_at,0.60022844,0.60022844
223148_at,0.600198653,0.600198653
202560_s_at,0.600140703,-0.600140703
209037_s_at,0.600009288,-0.600009288
208424_s_at,0.599805231,0.599805231
210100_s_at,0.599784925,-0.599784925
202427_s_at,0.59977021,0.59977021
216274_s_at,0.599687471,0.599687471
205306_x_at,0.599668116,0.599668116
218689_at,0.599601559,0.599601559
209388_at,0.599536931,-0.599536931
203362_s_at,0.599492069,0.599492069
202247_s_at,0.599477134,-0.599477134
202743_at,0.59928345,-0.59928345
218447_at,0.599229809,0.599229809
244777_at,0.599171385,-0.599171385
203003_at,0.599043277,-0.599043277
218138_at,0.599029325,0.599029325
224576_at,0.598980689,0.598980689
202169_s_at,0.598924782,0.598924782
225283_at,0.598751348,-0.598751348
227003_at,0.598635166,0.598635166
33307_at,0.598544732,0.598544732
214352_s_at,0.598504606,-0.598504606
227541_at,0.598422079,-0.598422079
205107_s_at,0.598336038,-0.598336038
223246_s_at,0.598273061,0.598273061
213954_at,0.598177384,-0.598177384
226912_at,0.597927972,0.597927972
222996_s_at,0.59789124,-0.59789124
207196_s_at,0.597822641,-0.597822641
200699_at,0.597802245,0.597802245
225618_at,0.597665267,0.597665267
212608_s_at,0.597633233,0.597633233
35671_at,0.59745826,-0.59745826
227847_at,0.597382297,-0.597382297
213545_x_at,0.59735177,0.59735177
202691_at,0.597330764,0.597330764
202310_s_at,0.597318071,-0.597318071
230060_at,0.597248209,0.597248209
226629_at,0.597234149,-0.597234149
226465_s_at,0.597202644,-0.597202644
229164_s_at,0.597028454,0.597028454
32259_at,0.596853323,0.596853323
232101_s_at,0.596740216,0.596740216
209451_at,0.596641467,-0.596641467
235765_at,0.596501368,-0.596501368
209258_s_at,0.596419459,-0.596419459
218151_x_at,0.596171871,0.596171871
227801_at,0.595923976,0.595923976
235199_at,0.595786813,0.595786813
230215_at,0.595663011,-0.595663011
232897_at,0.595602187,0.595602187
235854_x_at,0.595592066,-0.595592066
229193_at,0.595418116,-0.595418116
224469_s_at,0.595378683,-0.595378683
204903_x_at,0.595297679,-0.595297679
220001_at,0.595292862,0.595292862
232280_at,0.59528035,-0.59528035
209190_s_at,0.594963489,-0.594963489
213138_at,0.59495938,-0.59495938
216375_s_at,0.594932805,-0.594932805
217726_at,0.594852941,0.594852941
227264_at,0.5948104,-0.5948104
218724_s_at,0.594722265,-0.594722265
206571_s_at,0.59468043,-0.59468043
209232_s_at,0.594456543,-0.594456543
217799_x_at,0.594412966,-0.594412966
236132_at,0.594257706,-0.594257706
1558487_a_at,0.594193534,0.594193534
219797_at,0.594059723,0.594059723
217952_x_at,0.594041127,-0.594041127
204564_at,0.594035806,-0.594035806
243552_at,0.594011539,-0.594011539
224752_at,0.593988591,0.593988591
224985_at,0.593669159,0.593669159
236540_at,0.593659677,0.593659677
208774_at,0.593554979,-0.593554979
239040_at,0.593366153,-0.593366153
214582_at,0.59332852,-0.59332852
224960_at,0.593252557,-0.593252557
225743_at,0.593239208,0.593239208
234111_at,0.592940439,0.592940439
226572_at,0.592927716,-0.592927716
200675_at,0.592924241,0.592924241
213793_s_at,0.592915163,-0.592915163
205429_s_at,0.592899342,-0.592899342
206106_at,0.592857137,-0.592857137
209748_at,0.592766993,0.592766993
233333_x_at,0.592596291,-0.592596291
201563_at,0.592446975,0.592446975
226395_at,0.592349425,0.592349425
209654_at,0.592300516,-0.592300516
210948_s_at,0.592208166,0.592208166
221869_at,0.592029866,-0.592029866
216373_at,0.592025277,0.592025277
212759_s_at,0.592003948,-0.592003948
205051_s_at,0.591885216,-0.591885216
219293_s_at,0.591859578,0.591859578
204744_s_at,0.591854509,-0.591854509
203052_at,0.591784337,0.591784337
218361_at,0.591776903,0.591776903
208757_at,0.591705042,0.591705042
202641_at,0.591656802,0.591656802
209356_x_at,0.591625195,-0.591625195
224221_s_at,0.591620108,-0.591620108
225441_x_at,0.591551084,0.591551084
209055_s_at,0.59146164,-0.59146164
212936_at,0.591455944,0.591455944
221474_at,0.591438496,0.591438496
210283_x_at,0.591398001,-0.591398001
208127_s_at,0.591381904,-0.591381904
225311_at,0.591363704,0.591363704
208696_at,0.591285057,0.591285057
212832_s_at,0.591248103,-0.591248103
222046_at,0.591182898,-0.591182898
201713_s_at,0.591084969,-0.591084969
218487_at,0.591050267,0.591050267
238601_at,0.590978877,0.590978877
225867_at,0.590895398,-0.590895398
219974_x_at,0.590890029,0.590890029
244617_at,0.590823505,-0.590823505
1560109_s_at,0.590664398,0.590664398
200748_s_at,0.590659161,-0.590659161
203350_at,0.590642645,-0.590642645
222637_at,0.590641581,0.590641581
205639_at,0.590529463,0.590529463
201540_at,0.590473471,0.590473471
219966_x_at,0.590462206,-0.590462206
201464_x_at,0.590439593,0.590439593
231975_s_at,0.590436975,-0.590436975
203769_s_at,0.590362186,0.590362186
230954_at,0.59030373,-0.59030373
200903_s_at,0.5902998,0.5902998
218219_s_at,0.590196844,-0.590196844
238480_at,0.590191308,0.590191308
206398_s_at,0.590166226,0.590166226
208761_s_at,0.590102527,-0.590102527
207108_s_at,0.590101077,-0.590101077
209021_x_at,0.589929573,-0.589929573
211031_s_at,0.589895766,-0.589895766
217980_s_at,0.589743533,0.589743533
226355_at,0.58971219,0.58971219
218041_x_at,0.589696703,-0.589696703
243689_s_at,0.589681639,0.589681639
242707_at,0.589557484,-0.589557484
230758_at,0.589502272,0.589502272
214973_x_at,0.589496623,0.589496623
203992_s_at,0.589448452,-0.589448452
201632_at,0.589378301,0.589378301
224569_s_at,0.589241806,-0.589241806
201586_s_at,0.58919219,-0.58919219
224990_at,0.58904215,0.58904215
214298_x_at,0.588992282,0.588992282
235232_at,0.588766429,-0.588766429
1562713_a_at,0.588753176,-0.588753176
235913_at,0.588730634,-0.588730634
224598_at,0.588611132,-0.588611132
212914_at,0.588479087,0.588479087
1569293_x_at,0.588436092,-0.588436092
227680_at,0.588422056,-0.588422056
220368_s_at,0.588358925,-0.588358925
224436_s_at,0.58828314,0.58828314
214390_s_at,0.58824708,0.58824708
224732_at,0.588147522,0.588147522
201724_s_at,0.58806492,-0.58806492
220015_at,0.588062498,-0.588062498
1556643_at,0.587857368,0.587857368
220331_at,0.587778748,-0.587778748
221314_at,0.587736188,-0.587736188
204346_s_at,0.587679303,-0.587679303
205246_at,0.587583759,-0.587583759
208989_s_at,0.587573116,-0.587573116
