	h_avg	h_train1	h_train2	h_train3	h_train4	h_train5	whole_data
1558996_at	0.43854507928506414	0.11684248070578065	0.26260735540864205	0.6909057436755967	0.7045814021410072	0.4177884144942944	0.49857748957722237
1559003_a_at	0.36151963104846374	0.21176569068767215	0.6173401049314644	0.23115674857030702	0.4968120430212949	0.25052356803158016	0.45980550373064505
1559005_s_at	0.2066349379141165	0.2802914805070644	0.2797079786038119	0.10925471010380625	0.006241581410571719	0.35767893894532804	0.23419373835959648
1559011_at	0.13591922010035892	0.29394664190997216	0.12904410134733865	0.16181095720258268	0.025127913030096777	0.06966648701180443	0.06465788749065211
1559018_at	0.11779468306931533	0.019683354260501267	0.15126427946835785	0.24715351443748912	0.0034777476275252633	0.16739451955270307	0.127148427699261
1559023_a_at	0.16687319552720156	0.057705130689840144	0.211809315227974	0.2568863880615492	0.2462617720874759	0.06170337156916864	0.14738431244693903
1559025_at	0.12976400531472165	0.1667507775471581	0.20049197585884648	0.0575347311034092	0.13882567675724208	0.08521686530695238	0.13850143805469273
1559038_at	0.3832056288921243	0.8025049170101517	0.21006427617420148	0.1276317962181871	0.6037900844276589	0.17203707063042223	0.41926262742702264
1559039_at	0.28710413890320075	0.1584709822710504	0.6970378843382358	0.1283680366471251	0.28465097738384776	0.16699281387574486	0.27692343209912257
1559045_at	0.33001500116213534	0.29989256933468295	0.22020360878278455	0.2683906525161486	0.29898131200086653	0.5626068631761939	0.39416256173601905
1559051_s_at	0.2169317673083307	0.4108057355968852	0.018892269492848203	0.08693595055800264	0.051114662834520645	0.5169102180593969	0.24595203337141106
1559052_s_at	0.16863490573184817	0.4457478200303376	0.22454890660659352	0.0673375692262274	0.007077843566627614	0.09846238922945472	0.02245705606393316
1559060_a_at	0.2577307823133421	0.2417903642392654	0.40481181172197167	0.01634789734640225	0.5380531654689629	0.0876506727901085	0.2532253205200454
1559064_at	0.1796521365501907	0.2631483887614552	0.10239163407431141	0.07112580138817767	0.19624051693524347	0.26535434159176563	0.13955679369973303
1559067_a_at	0.4756677115175364	0.29537717889687565	0.479078061785496	0.630852857285088	0.6368283939919207	0.33620206562830135	0.549751384827975
1559072_a_at	0.2860039994906188	0.3484783974754697	0.015271643493331074	0.4264563631167184	0.30998873461539345	0.3298248587521811	0.3157350153117093
1559083_x_at	0.48722097731837655	0.7602735181907908	0.4511963367053629	0.3619091824289065	0.40248224465097426	0.4602436046158483	0.5365347944194166
1559091_s_at	0.1489240579641836	0.1836220983254301	0.11089683048385264	0.07475457098570527	0.3357391746523045	0.039607615373625504	0.030257370457210962
1559096_x_at	0.19854434925193015	0.21285532939088886	0.24409071488287398	0.15932679354642695	0.24013618517716587	0.136312723262295	0.20499325695865472
1559105_at	0.3579246435750615	0.19584074658529402	0.6499906833657163	0.33571748902326076	0.23374278091477868	0.3743315179862574	0.381804810725645
1559126_at	0.0898119541369284	0.0025418473288732874	0.0635845435653418	0.1412210113631106	0.11508562586131017	0.12662674256600612	0.021020289791261065
1559127_x_at	0.12074018567727222	0.14575050253276967	0.1075337704999592	0.03130416200511074	0.038384871825607	0.2807276215229145	0.09378204248224255
1559132_at	0.28839977810628115	0.3472804247288643	0.13292072198653393	0.3357208119117834	0.2880909809160214	0.3379859509882029	0.025390653864451655
1559142_at	0.08620058016208573	0.03775843247848262	0.0470273520354937	0.19751109085898128	0.06766635484493451	0.08103967059253657	0.06471697704815842
1559159_at	0.12368697987021489	0.021332924324261877	0.2453021659058838	0.08816735759043934	0.030858296704325234	0.23277415482616423	0.07090377170788097
1559167_x_at	0.12089170232617	0.23014904317160179	0.16369925714655528	0.05090791176399283	0.0921041574029597	0.06759814214574032	0.09444418023608021
1559170_at	0.23607524268441926	0.06007068808743641	0.19410902811379271	0.38698673335186673	0.26300404733090493	0.2762057165380956	0.2968862666122106
1559203_s_at	0.5658758319713627	0.9332702981435014	0.6689607125938536	0.3765084235722311	0.4998617594935172	0.3507779660537101	0.6189205630161534
1559204_x_at	0.32428852444246103	0.5189565424429858	0.5087314006236288	0.12106254349606184	0.36765547597070164	0.10503665967892725	0.36525685208455105
1559205_s_at	0.1116997182510727	0.17041475980847498	0.030913639510487426	0.04305578940504805	0.045008878136700986	0.269105524394652	0.04217726358268518
1559221_at	0.5246423564621542	0.6345757295676248	0.6400061436465124	0.3739923472576745	0.4754229431043827	0.4992146187345761	0.555781158538521
1559224_at	0.0632381461665323	0.07176653625232496	0.06410565975169119	0.05085468943954212	0.03834864203514651	0.09111520335395673	0.032287587739682426
1559226_x_at	0.06556162280243827	0.0025204505747572336	0.052572491224381394	0.09103907939457445	0.10597926930034181	0.07569682351813646	0.0023849402905035608
1559227_s_at	0.1015529583935999	0.00402049624185048	0.1641781392405584	0.07402857717120374	0.17475327606207947	0.09078430325230735	0.08925314377028479
1559237_a_at	0.09709504229799189	0.1193575759360563	0.1992629537800735	0.12163764591242339	0.030826448688564125	0.014390587172842141	0.07180456595350317
1559249_at	0.2358017548973918	0.07071574188132325	0.34745643404554005	0.2985395912415387	0.24046842468039298	0.22182858263816396	0.24394483206464262
1559263_s_at	0.16848178098489622	0.1596239087544234	0.094758429493707	0.1389565002699784	0.3026355796158623	0.14643448679050997	0.06919498602168292
1559315_s_at	0.32813198393808235	0.18763876862029957	0.43593309126603413	0.4924230052081874	0.31893571917363944	0.20572933542225122	0.017801431605188024
1559316_at	0.1472520079221844	0.08246271240305372	0.38816083165116816	0.005090218132058734	0.23621433060526953	0.024331946819371883	0.12675785441483356
1559336_at	0.055071369256510884	0.09072079340459925	0.00203425411447951	0.03427019001619736	0.09243615396780704	0.05589545477947125	0.01075864795633089
1559397_s_at	0.4294497031011611	0.5870968037894373	0.46337873034598875	0.37225456373254345	0.2259567474193972	0.49856167021843856	0.4988081865576755
1559399_s_at	0.26219062706804486	0.5405512919947184	0.03109429027746394	0.27573236047811617	0.39395590386199597	0.06961928872792979	0.2637129416402371
1559406_at	0.19306684496358767	0.27309030165754195	0.008492018947987724	0.1863818733789488	0.20608307837837375	0.29128695245508607	0.1772125727381674
1559413_at	0.7763900336559342	0.3086705403572359	0.8118782571383141	0.9358948653119844	0.7936906733336088	1.0318158321385278	0.8890195282686016
1559426_at	0.3454317184267365	0.6165196370770571	0.14731248347807732	0.34623164653876504	0.4221776672156059	0.19491715782417685	0.37333312164951465
1559438_at	0.10235923739188679	0.06389578526572287	0.05118259661257489	0.20255594988746764	0.07317300614024014	0.12098884905342848	0.08681722362275497
1559449_a_at	0.09675444593186264	0.10920138996389492	0.12953455063903133	0.027800463897543336	0.19417766894488403	0.023058156213959603	0.05479866585830119
1559459_at	1.0111689331109777	0.960886613911236	1.0169218418723194	1.1677628945975307	1.0928042940329448	0.8174690211408571	1.14224159569263
1559469_s_at	0.35156914488947255	0.5872480251031436	0.5033953013673064	0.360449268025489	0.05186504818882003	0.254888081762604	0.38259116945992155
1559471_s_at	0.10714859944865492	0.07761210257293469	0.08952168380345009	0.12043063383496305	0.03898454485291991	0.20919403217900687	0.1364555851073609
1559485_at	0.037475665132246316	0.02839872902058838	0.024901197659013184	0.012934465739137634	0.08131434644772377	0.039829586794768605	0.008904706673140748
1559490_at	0.27666541045105764	0.14108082064975655	0.7112576658031387	0.03613863243928077	0.44526742441630907	0.049582508946803217	0.24919418179568725
1559496_at	0.3434727001738478	0.2977342463852928	0.5830612063582301	0.5128959872271114	0.23262427617581619	0.09104778472278854	0.34589153029415204
1559502_s_at	0.23680484175837607	0.34139461271397004	0.07905315258886138	0.349278001920454	0.21656697204390774	0.19773146952468737	0.24423750785634255
1559529_at	0.46712433816671756	0.3694736423084335	0.5046898259688112	0.5319545008868612	0.41114695040473254	0.5183567712647495	0.5230302456875016
1559532_at	0.1460694445053149	0.044319363977564134	0.29097309393541726	0.10006275224965946	0.23495810074978743	0.06003391161414618	0.12271060820310363
1559582_at	0.5244039802021827	0.7112316874758658	0.3515515126180768	0.6751546621416824	0.43489206075102044	0.4491899780242683	0.5850806499383331
1559584_a_at	0.9782576024907591	1.2571278365943024	1.0392175640698968	0.5187922462249033	1.2215501342492958	0.8546002313153971	1.039399535273308
1559585_at	0.2329143588904412	0.19603473361594198	0.04915703905808387	0.24305899620539648	0.41597775402519693	0.2603432715475868	0.28777442855471375
1559591_s_at	0.10333226992476266	0.12387030144506095	0.16641091507420744	0.05237165225470273	0.027490112042989498	0.14651836880685262	0.0607063159463099
1559593_a_at	0.7587629177595412	0.7729576261438305	0.6894444621841166	1.101885484294146	0.5239697124648612	0.7055573037107516	0.8206743766703243
1559616_x_at	0.25252422826511417	0.2612260803737489	0.2417874387920358	0.3637111977733792	0.008301160186957743	0.38759526419944923	0.2754627696503212
1559618_at	0.3585321510634262	0.0736587586775383	0.6598133526026617	0.1945524407224857	0.38464834243255336	0.479987860881892	0.40455631715967155
1559623_at	0.2368854100355462	0.2148195763173632	0.186195470196521	0.40402210768639524	0.16617976468612658	0.2132101312913249	0.25818768995383506
1559658_at	0.177878793014563	0.031274861471368126	0.2684532762006054	0.17060957769495932	0.16191264323616641	0.2571436064697158	0.09184671014018334
1559682_at	0.2510480893289304	0.2272137249513188	0.3558057059098197	0.12592126622494587	0.30072047648566413	0.2455792730729037	0.2497210259312415
1559688_at	0.18846186585397695	0.1787655340045265	0.23944657780097964	0.08175236319620192	0.18801548304357693	0.2543293712245998	0.06885975665647824
1559712_at	0.17018176023238674	0.14487761305941965	0.28442875365890113	0.12717059056638358	0.052983747019426396	0.24144809685780294	0.12547129412029148
1559716_at	0.293781813905262	0.024220736690138994	0.4376936827422247	0.2434169010891376	0.29767216533493185	0.46590558366987667	0.35143574293388585
1559723_s_at	0.3164177174112381	0.35980710691639256	0.33932383192486987	0.09333087002135973	0.3129448051831126	0.47668197301045556	0.3832422701654312
1559739_at	1.0430325631729782	1.1653736298003226	0.6300129519951522	1.1254178674352862	0.8313324049902467	1.4630259616438832	1.135956712161621
1559748_at	0.081327602721082	0.20041259998974448	0.019907756892042234	0.16045859529248896	0.019980064906131908	0.005878996525002413	0.008149950533217454
1559754_at	0.10093389349639736	0.236394026959482	0.0553565006150932	0.03512921765978717	0.07362236422732522	0.10416735802029921	0.0840705817608265
1559796_at	0.10064906559604725	0.35253148836954507	0.04587261409830855	0.04792909504397929	0.05472349754963836	0.002188632918764975	0.10939414671596906
1559822_s_at	0.20577614179965056	0.4316283713636479	0.2189227327895744	0.29487483728823866	0.08108607702434903	0.0023686905324427996	0.01893312762339125
1559826_a_at	1.0291615821212425	1.035521590296727	1.0806476446393098	1.1088163213929163	1.0010791931550562	0.919743161122203	1.1403845976083877
1559827_at	0.744956788157338	0.7413275942063317	0.7156618115412394	0.8250758702162995	0.8951962861384991	0.5475223786843207	0.8198843503235326
1559835_at	0.09167224786494473	0.05429992446635128	0.15897037827199506	0.037455104365716446	0.20490043433862865	0.0027353978820322195	0.11303326361180728
1559862_at	0.22308166716514438	0.01319936457219329	0.45353519099415096	0.31658936412886873	0.17098742172064285	0.16109699440986608	0.2684422096074317
1559864_at	0.4627061389000004	0.4704541646685501	0.6735305887969423	0.16487353324907597	0.33260583684004474	0.6720665709453888	0.3422939339309403
1559870_at	0.18162015853536764	0.3155075046066446	0.001846878814549516	0.19207979640750836	0.20173071629053618	0.19693589655759944	0.15713140762688244
1559881_s_at	0.1564290568421178	0.3120974059037663	0.1646195094780031	0.001895327063821458	0.20929075349367457	0.09424228827132362	0.07417712612897802
1559882_at	0.2834721261752089	0.08907951971584095	0.4089877888693461	0.5996832975578488	0.06789583078952173	0.251714193943487	0.3234545513022438
1559883_s_at	0.2840174581161726	0.17118666379850148	0.3172409257250387	0.2863516119064089	0.32161355184632356	0.32369453730459025	0.19311276941393424
1559893_at	0.17453653310891037	0.10680200366429701	0.1261855514548049	0.009827019294911702	0.2502913148212241	0.3795767763093142	0.16229311225034057
1559917_a_at	0.19105167090945158	0.03757302398804091	0.053366984258954614	0.2788274214708475	0.16074625888254843	0.4247446659468665	0.21614214813167298
1559921_at	0.19848577646610072	0.11313754100911737	0.33460996824839423	0.158481588606275	0.010854840883107274	0.37534494358360976	0.19400196626347344
1559946_s_at	1.0107847034752464	0.811702243634399	1.1136788217954685	1.0938649333300021	0.7844193713893147	1.250258147227048	1.11055587537188
1559954_s_at	0.32701782642726895	0.09347844581827919	0.5130486356871489	0.30887770981517093	0.1351899844916595	0.5844943563240862	0.38026692146830676
1559960_x_at	0.5486282072628417	0.7463073215132988	0.40007273306801605	0.5451747185868465	0.6043951197268038	0.44719114341924315	0.614070234188281
1559964_at	0.48561517209638916	1.299083814734678	0.16635339391559706	0.2344326670980425	0.4490760565092138	0.2791299282244149	0.5446284531533496
1559971_at	0.11299189355375865	0.19924058948646362	0.07140347240697466	0.06971688386364142	0.0966916270300098	0.12790689498170385	0.06944476880925868
1559975_at	1.0312349070299582	0.8650350770356173	1.0390472337404006	1.0833483952994432	0.9353135751776275	1.2334302538967024	1.1329589113629206
1559977_a_at	0.19964688894731422	0.33296570084498744	0.38130228748863576	0.050209627728153246	0.164765737989993	0.06899109068480161	0.16813156673680604
1559979_at	0.38679934182575304	0.5826509967655541	0.02161334718845062	0.29006602672688686	0.40036338339059313	0.6393029550572805	0.419428056909814
1559987_at	0.24037611457173966	0.27737263338479157	0.16321518322717155	0.440947234050088	0.06954462720105205	0.25080089499559505	0.18565387745487222
1559988_at	0.17897616328457344	0.28482866995831485	0.1570606409131103	0.03897623024861916	0.29834276803251136	0.11567250727031159	0.18324363257194387
1559989_at	0.11836043380774633	0.05930465703716445	0.16294159143406933	0.11261211794544015	0.036204795486812054	0.2207390071352457	0.014221735789914598
1559993_at	0.33852231625857937	0.6052163167547693	0.22494458996948827	0.3679571586866749	0.32281081471854667	0.17168270116341774	0.3648930403021239
1559995_at	0.2785968391736396	0.25991587332963917	0.25456557760399684	0.32903010629516327	0.2335774974280045	0.3158951412113941	0.327272341268182
1560001_at	0.08198661121703821	0.044684744226836916	0.060852319131614686	0.1553501326361102	0.07357076193790116	0.07547509815272811	0.09339047058637112
1560013_at	0.3533144364665754	0.040961889826395426	0.8872126119077554	0.08939364066278024	0.24480913985839026	0.5041949000775559	0.4093293632454803
1560014_s_at	0.45468298479377045	0.2291419041199608	1.1236718448043552	0.16422506982972723	0.30093858362311937	0.45543752159169015	0.5247118594474707
1560018_at	0.2909289875285153	0.06433107848471557	0.22083283391391548	0.41830541790133213	0.649400867239114	0.1017747401034992	0.28757924595046386
1560029_a_at	0.4366992998653155	0.14629163216612137	0.4494740424802546	0.4168314287424301	0.294754809824071	0.8761445861137006	0.4775203601787272
1560035_at	0.2119233316275862	0.19856309196719868	0.36880455558761505	0.131522849120282	0.1579141382772123	0.20281202318562294	0.2443742643060639
1560060_s_at	0.20248048450399558	0.25167390302521325	0.004634533347013611	0.39350134085384875	0.20005778684395872	0.1625348584499436	0.16081879705776336
1560069_at	0.26261427691770445	0.09775449339413045	0.3346850149956359	0.36087580880137393	0.23492844059021883	0.2848276268071632	0.29625362411449285
1560081_at	0.4455734197230612	0.35957028935445356	0.41435378394713845	0.26522504086191884	0.3087234586551012	0.8799945257966942	0.5193167293922542
1560089_at	0.18957259246237368	0.4691722170635928	0.15940114628320004	0.2268629954117032	0.07309646941773416	0.019330134135638225	0.2209654620307187
1560097_at	0.2059084594823309	0.006103469243708219	0.31274910554242225	0.09973327894951672	0.2667816473238377	0.34417479635216985	0.21807228643106402
1560109_s_at	0.6289091873297463	0.1503001049686209	0.6556983225648738	1.2249896424206757	0.6069715547740429	0.5065863119205184	0.7063384483986423
1560112_at	0.23493192230117885	0.5153521065632567	0.0519059724323356	0.28859822657204676	0.21504597437557293	0.1037573315626822	0.09290845029161936
1560116_a_at	0.5721494489056337	0.22396957011916413	0.4455063679515407	0.7634436310613018	0.6817324409307427	0.7460952344654193	0.6377800964476654
1560119_at	0.08759301797723222	0.049903815780881086	0.05271420798548231	0.06451316218916275	0.24193985682334412	0.028894047107290814	0.06725781481276868
1560128_x_at	0.3177115856028799	0.2487744150902833	0.3281892360208119	0.5598468432926235	0.1674706274696257	0.28427680614105494	0.34399093256296054
1560131_at	0.2586511044785575	0.20517061592863284	0.3390490645157456	0.21196833341739177	0.2349104788508966	0.3021570296801207	0.2758864379965359
1560145_at	0.9095976872680025	0.4304108601388028	1.313134905729631	0.9400486128794268	1.1019305249869096	0.7624635326052419	1.0450921197156597
1560172_at	0.07474434029891822	0.07527056081514943	0.022788184735009116	0.02468646819018199	0.06782341971165838	0.18315306804259215	0.017437055295526308
1560180_at	0.06943555573724951	0.04941938796238384	0.042642672665103715	0.008172331304404598	0.1966389097264949	0.0503044770278605	0.022823722825945792
1560198_at	0.30215520256577416	0.3500931141405318	0.3023130363526686	0.36914092092060274	0.24111299947856707	0.24811594193650077	0.3007585055175933
1560274_at	0.4994428077148842	0.029774240060922937	0.6232495678510289	0.6961010346310993	0.646868869734887	0.5012203262964829	0.5910007605581009
1560275_at	0.2509630139386708	0.12922059777695552	0.33527536822221093	0.19207802433120316	0.3603348933456531	0.2379061860173314	0.2900993794613178
1560278_at	0.36169968421829535	0.3854421973931063	0.4082120891921773	0.2790371383996073	0.3830877723210885	0.3527192237854975	0.3920367732070964
1560316_s_at	0.12737707305959628	0.05394650652331482	0.11535649577657549	0.018022135196575115	0.019461043688892524	0.43009918411262343	0.13661344522218907
1560318_at	0.3510470237706709	0.49008139876199047	0.21938023109571708	0.44384708351067487	0.2719230021998131	0.3300034032851588	0.4287255320011443
1560339_s_at	0.27512435994976714	0.04907559150812636	0.31084743623516464	0.3309533769508085	0.29038527723872254	0.39436011781601354	0.32029662667442305
1560348_at	0.18665173528621987	0.4436778998958792	0.2502896878425682	0.19053533405350281	0.03909443640208566	0.009661318237063518	0.1632527832870547
1560382_at	0.06603375083265574	0.004016982424636286	0.14950620684605107	0.02965304973524243	0.0603813122560629	0.08661120290128597	0.027403617124016753
1560396_at	0.309816649152133	0.052956380313082904	0.3619397475998473	0.5055927169078047	0.5650577942021481	0.06353660673778211	0.3320997136656025
1560397_s_at	0.1400508033338686	0.31009979021152406	0.0452024305210332	0.01467044242393485	0.1283122183390922	0.2019691351737588	0.07339258462012056
1560430_at	0.14112833659131901	0.3857768624227073	0.047171795958442266	0.17650574827608573	0.08450073856712872	0.011686537732231099	0.08331331335185158
1560431_at	0.1953741917947011	0.48066892897399327	0.16230958525844696	0.13568095308855335	0.017074572205571098	0.181136919446941	0.19612683408291404
1560434_x_at	0.1242340013737574	0.10908366817272143	0.21451029508984548	0.011937517112965817	0.04792565548214344	0.23771287101111085	0.07267163441293749
1560439_at	0.1060163860956154	0.028210651143574923	0.025637473437862175	0.2124220843017551	0.12244176598164509	0.14136995561323965	0.14739517039599065
1560445_x_at	0.24337402616499193	0.24263015482543848	0.12958448125405525	0.4646268791762846	0.14113434214249254	0.2388942734266887	0.2637139707872938
1560456_at	0.11309813108902031	0.02985635986061054	0.04086486904055113	0.20895205811184234	0.08531154493069709	0.20050582350140045	0.06562004192775245
1560457_x_at	0.31425376559379353	0.37376457706350796	0.34127858990906484	0.15092140087149253	0.437530554860358	0.2677737052645443	0.34715080941861043
1560472_at	0.10633173402163712	0.15238715260643643	0.012931764261254987	0.05158555637891518	0.15155820780791177	0.1631959890536672	0.07904290236892184
1560485_at	0.17753403864876022	0.1881416148354262	0.12869194634411277	0.09805269151638372	0.007373321400458675	0.4654106191474198	0.12796732583272688
1560486_at	0.17395613129725473	0.2084664133676354	0.02091568153146121	0.017130563165728405	0.24637602973112338	0.37689196869032526	0.05751299312652936
1560491_at	0.21229712028657494	0.15868664225256296	0.18508650015229303	0.15154942788686004	0.3417725757528419	0.22439045538831665	0.2437846705230957
1560499_at	0.3813861351449566	0.27823816020885384	0.25272326941638296	0.5442339344519862	0.47285861682625435	0.3588766948213058	0.4432966026985061
1560503_a_at	0.6746969593255232	0.5030692093709773	0.6081944226339404	0.7322853986887962	0.5786539595619873	0.9512818063719145	0.7288433139823032
1560560_at	0.13534133883309518	0.06935864219567285	0.15154689907465987	0.042808873655736636	0.19454254550570937	0.2184497337336971	0.13530020636530954
1560562_a_at	0.1650143072003081	0.17301537726527025	0.06179849387355977	0.061440981766691126	0.4614027848612484	0.06741389823477098	0.09049691790668508
1560587_s_at	0.7564916079139063	0.7232438592087497	0.9003045645857076	0.6393623257459141	0.7758146986884251	0.7437325913407351	0.8067276748881351
1560659_at	0.3245047462148988	0.35184561914641393	0.4256066021678128	0.010756006645500544	0.1472603249541329	0.6870551781606339	0.3577798967039369
1560671_at	0.32280738828212063	0.045031899815489065	0.36585430711613176	0.47088540782323907	0.2966178745799441	0.43564745207579936	0.3493193046610326
1560683_at	0.15592967903693816	0.4640102408584911	0.027430058761448665	0.03962351980405175	0.08656831704807648	0.16201625871262282	0.05977922713811075
1560684_x_at	0.1898748940611475	0.26627442184986866	0.17318173218110944	0.051776839152659536	0.19222469151301227	0.2659167856090876	0.056590659320214204
1560689_s_at	0.07949835848494814	0.03719205454879856	0.09473325683217179	0.11615540193134788	0.10625640461507956	0.04315467449734288	0.09182804157750987
1560706_at	0.4800596449943744	0.8056146928567178	0.3664757822360509	0.6009541536255493	0.5140326551096704	0.11322094114388379	0.5230213840956889
1560713_a_at	0.18864796119605937	0.3197491260615895	0.10488265103430823	0.04018799515250565	0.19134549176612428	0.28707454196576915	0.19525943846842053
1560754_at	0.6770347686954901	1.0410405653224115	0.37735238202390803	0.8756662426989757	0.4724488775651412	0.6186657758670144	0.7629725309221341
1560767_at	0.12042262483702966	0.3701008253141307	0.02316910846814137	0.04321019804337672	0.0632800050620328	0.1023529872974667	0.08636130592915174
1560770_at	0.23135053554602156	0.12443433483460588	0.24669175205159052	0.3592662318547861	0.016165823604955293	0.41019453538417	0.228919840867682
1560814_a_at	0.24713521286539925	0.3138982850088838	0.01462764651718119	0.31813995217336505	0.3457864558741834	0.24322372475338275	0.2687591972900503
1560826_at	0.12258778776610417	0.26417004623111207	0.1928137700170532	0.026876424463052502	0.053527830259570905	0.07555086785973225	0.0030733132841056147
1560830_a_at	0.21092989817159058	0.12262979547868058	0.16729126728236568	0.313929225044036	0.21184614704993127	0.23895305600293945	0.19227018814430627
1560846_at	0.3176849483462657	0.1716675297788591	0.4104072484769781	0.33006323235606994	0.12795186175244289	0.5483348693669783	0.3642992626377583
1560866_at	0.2415183079834376	0.2211883651821958	0.24052553355750728	0.18894602514250144	0.2520711988839366	0.30486041715104684	0.24837674017451286
1560878_at	0.08576733632900449	0.12565464238161297	0.014366486881400665	0.0950029124034596	0.09822820426686146	0.0955844357116878	0.0640251012258993
1560897_a_at	0.24113694120287224	0.5020429831987049	0.16427065966453805	0.27787728571873266	0.11158814914290512	0.1499056282894803	0.25200493845579247
1560921_at	0.13207219190973002	0.04930239565567542	0.020370441241519568	0.21956599963332538	0.16705405692243117	0.20406806609569858	0.14486049849960658
1560939_at	0.22063894431113112	0.07381859442217735	0.2764684954159949	0.2972458281619341	0.13733448165814002	0.31832732189740925	0.27541153020845877
1560957_at	0.08230672682076592	0.10527008209018153	0.1134668935063981	0.06070053549999232	0.07994772994830288	0.05214839305895486	0.029148099994091188
1561044_at	0.13741583875845748	0.06208959736175207	0.06814204732265088	0.3787307835860552	0.09760662466832025	0.08051014085350898	0.046254875282727446
1561060_at	0.21884205553969358	0.40068836247933026	0.1778191698103755	0.012741274305383167	0.3119059275646547	0.19105554353872428	0.21171256072315744
1561061_at	0.28656212716195845	0.4521252329603478	0.21761470956206383	0.16348982107365276	0.2805911712288549	0.318989700984873	0.29138008962981615
1561079_at	0.7735186711884295	1.0014586155192118	1.227592782202896	0.26877107870790906	0.8453957846237041	0.5243750948884264	0.8517748847619174
1561093_at	0.09584227761149275	0.15751837191028648	0.021132976481445215	0.05272484236374461	0.013091258912664189	0.23474393838932328	0.1370016127529901
1561096_at	0.07093695901015136	0.06882456337420895	0.06387863715806892	0.05496481167941314	0.11530976147394874	0.05170702136511709	0.026238103333132635
1561107_at	0.1820761837724158	0.3278643749755261	0.16507002453816425	0.14521773956230505	0.1339058094296134	0.13832297035647026	0.17369972269090322
1561127_at	0.11884847687492306	0.22875575511054713	0.15235589594635138	0.005794233989567084	0.08000185692209125	0.12733464240605852	0.1756549266855024
1561130_at	0.18778168666095496	0.31076512732537914	0.34967685027810125	0.029190210976029043	0.16240921746883585	0.08686702725642946	0.016690849181893227
1561165_a_at	0.10187594107326847	0.07602732318777163	0.1877929758094276	0.08417039018138447	0.03237002747411914	0.1290189887136395	0.10570223974311725
1561179_s_at	0.31825545165954383	0.3468633852484725	0.40966318071577734	0.32395666340589346	0.18422170207710628	0.3265723268504694	0.33241791232200724
1561221_x_at	0.07147154593534988	0.12838344504012286	0.019855536690198693	0.012916657865837138	0.11777471278858989	0.07842737729200075	0.05880400659912461
1561225_at	0.10626048696100429	0.03735953360420796	0.216363044007705	0.04990248961215143	0.13014773156867757	0.09752963601227947	0.024627806988427536
1561243_at	0.11872574973656143	0.12848652776674477	0.15408916311592327	0.1434061861259918	0.12150733355966527	0.046139538114481994	0.03812769319377709
1561254_at	0.09670551960945356	0.24201258021982536	0.07822935742723336	0.04712520782575405	0.07092428893201742	0.0452361636424376	0.10425325100796493
1561271_at	0.1788102528064309	0.15239332978944076	0.0586703770400377	0.20218090679667955	0.26975152892424686	0.21105512148174962	0.21668580181011635
1561329_s_at	0.528192860836784	0.6572956801952478	0.368256002853135	0.5425790552792066	0.5082643388639155	0.5645692269924149	0.5352926564613636
1561335_at	0.12805743830568644	0.11869133766973292	0.03366616358304709	0.18135948820343392	0.09893509507570679	0.20763510699651155	0.14068686612457515
1561346_at	0.40749894285596105	0.428387097566212	0.3826043064286651	0.47899551850818883	0.11328110218006687	0.6342266895966723	0.4536602034250444
1561355_at	0.2864776398536558	0.4793963797431596	0.4339959493961827	0.11303022218941482	0.0734166490404073	0.3325489988991146	0.29650279569654264
1561367_a_at	0.06231971902899619	0.041574317799951396	0.1369921673234289	0.07949483424560257	0.013313204305344635	0.04022407147065345	0.039722880478863305
1561386_at	0.21232370888436214	0.2092104378525909	0.36203801238093597	0.0313168244639815	0.33800753608398254	0.12104573364031959	0.2581368685905872
1561393_at	0.14246168424030642	0.28694993354297804	0.1410439847624116	0.11958161653718202	0.16012252599914656	0.004610360359813814	0.08449038976693538
1561411_at	0.14626818126864302	0.296809683049612	0.018466443137747916	0.10983581518656689	0.17330309674169977	0.13292586822758856	0.20070146965767505
1561413_at	0.09288922914076571	0.016514678777830284	0.1583212055084821	0.06588271163903406	0.1111137899241579	0.1126137598543242	0.08047294143799433
1561442_at	0.062436891238163816	0.050915289933511694	0.07700448836128759	0.038415849120082106	0.12372091282025198	0.022127915955685702	0.009870814269829022
1561492_at	0.06794015591160907	0.045166787834750415	0.02457197500876062	0.0754931296106091	0.10812319921756365	0.08634568788636157	0.087569712422011
1561507_at	0.21714522284683654	0.19720965132227747	0.13730265186062654	0.1085738416545184	0.3477489003285234	0.29489106906823703	0.10918924907442393
1561509_at	0.1106966241758263	0.06225440329305248	0.0552644417991466	0.06012857182305445	0.12957624673989235	0.2462594572239857	0.014964818237278455
1561518_at	0.30977766049465494	0.02897467000719378	0.28383915328498516	0.48683242636291285	0.25698676783758995	0.49225528498059296	0.35315430805048803
1561537_at	0.10512925584954087	0.03855501453147403	0.21749609268381714	0.09599828069545432	0.09246530828309925	0.08113158305385965	0.086565591931115
1561539_at	0.24297262421949042	0.19142984101337654	0.3517357635788913	0.3560592484259111	0.09171212090993076	0.22392614716934245	0.20306815834770253
1561546_at	0.11080138201378013	0.3262985394525046	0.063188535233943	0.09766346732579378	0.05972429487787169	0.0071320731787875985	0.06570900711897597
1561571_at	0.10462848008373664	0.12631840295796262	0.0014328471447190576	0.28700285610022125	0.017724284178287468	0.09066401003749279	0.07731514009070677
