221349_at	2.193904711199448
215925_s_at	2.088864300950034
1554733_at	2.0823378348491683
218829_s_at	2.0556099328863
205081_at	2.012746569899216
226123_at	1.8798532665807957
208302_at	1.8660911126991648
218469_at	1.8395734445545233
227611_at	1.8312218393938338
203949_at	1.812899676081835
205316_at	1.788172745160161
203948_s_at	1.7840857273640165
226482_s_at	1.7435493729099139
233198_at	1.739228031178047
202780_at	1.7225599242944831
218468_s_at	1.699807494977841
222747_s_at	1.6914096973899644
226944_at	1.6660309503299586
225389_at	1.6573779535731952
219173_at	1.6559139974076174
209170_s_at	1.6465678798643029
201022_s_at	1.6417354070318575
203675_at	1.6057677608732719
213400_s_at	1.6052573637354497
201518_at	1.6044206853342433
225286_at	1.588097695200346
226757_at	1.5754641507276048
225619_at	1.5681041727246312
204011_at	1.5641424080139024
228580_at	1.5533319986106897
218793_s_at	1.551266653506381
205290_s_at	1.5483276078181838
205859_at	1.5481898609509988
225656_at	1.5454992831224257
213880_at	1.5189967031534266
210512_s_at	1.5188494031706905
209377_s_at	1.5178462470808054
243362_s_at	1.5051414844103692
226414_s_at	1.5035967877047154
224972_at	1.499742271428309
209014_at	1.4993779250420145
219155_at	1.498220484901905
201418_s_at	1.4967650234096685
209167_at	1.4922474471681704
205131_x_at	1.489270163814541
203820_s_at	1.4813234671421698
213980_s_at	1.472559677089086
214298_x_at	1.4701861593310843
217232_x_at	1.4647699191972066
74694_s_at	1.457929415340963
226796_at	1.457505724320636
205173_x_at	1.450529104045174
226905_at	1.4449775130387665
204066_s_at	1.4427702586928894
219551_at	1.442323834624193
211058_x_at	1.4405268946766274
200743_s_at	1.4394767117719487
207843_x_at	1.4375578269029843
228264_at	1.4365168068672627
211070_x_at	1.4363284149988698
225280_x_at	1.4359223984004863
201302_at	1.4333418101176623
210783_x_at	1.4332854348390884
211072_x_at	1.4314190740306223
203186_s_at	1.4267456187025112
216942_s_at	1.422761989213227
220448_at	1.420580228544118
211696_x_at	1.4183231883079723
201163_s_at	1.4178938038054676
59375_at	1.4146052978180366
